id_pago,id_alumno,mes_pagado,fecha_pago,monto,estatus
604,A0064,2024-12,,550,atrasado
605,A0064,2025-01,,550,atrasado
606,A0064,2025-02,,550,atrasado
607,A0065,2024-07,2024-07-03,550,pagado
608,A0065,2024-08,,550,atrasado
609,A0065,2024-09,2024-09-04,550,pagado
610,A0065,2024-10,,550,atrasado
611,A0065,2024-11,,550,atrasado
612,A0065,2024-12,,550,atrasado
613,A0065,2025-01,2025-01-03,550,pagado
614,A0066,2025-05,,550,atrasado
615,A0066,2025-06,2025-06-02,550,pagado
616,A0067,2024-03,2024-03-09,550,pagado
617,A0067,2024-04,2024-04-08,550,pagado
618,A0067,2024-05,2024-05-08,550,pagado
619,A0067,2024-06,2024-06-07,550,pagado
620,A0067,2024-07,2024-07-05,550,pagado
621,A0067,2024-08,,550,atrasado
622,A0067,2024-09,2024-09-05,550,pagado
623,A0067,2024-10,2024-10-02,550,pagado
624,A0067,2024-11,2024-11-10,550,pagado
625,A0067,2024-12,,550,pendiente
626,A0067,2025-01,2025-01-08,550,pagado
627,A0067,2025-02,2025-02-08,550,pagado
628,A0068,2024-12,2024-12-05,550,pagado
629,A0068,2025-01,2025-01-10,550,pagado
630,A0068,2025-02,,550,atrasado
631,A0068,2025-03,2025-03-04,550,pagado
632,A0068,2025-04,2025-04-06,550,pagado
633,A0068,2025-05,2025-05-02,550,pagado
634,A0068,2025-06,2025-06-01,550,pagado
635,A0068,2025-07,2025-07-05,550,pagado
636,A0068,2025-08,2025-08-05,550,pagado
637,A0069,2024-04,2024-04-11,550,pagado
638,A0069,2024-05,2024-05-09,550,pagado
639,A0069,2024-06,2024-06-01,550,pagado
640,A0069,2024-07,,550,atrasado
641,A0069,2024-08,2024-08-07,550,pagado
642,A0069,2024-09,2024-09-06,550,pagado
643,A0069,2024-10,2024-10-04,550,pagado
644,A0069,2024-11,2024-11-06,550,pagado
645,A0069,2024-12,,550,pendiente
646,A0069,2025-01,2025-01-01,550,pagado
647,A0069,2025-02,2025-02-01,550,pagado
648,A0069,2025-03,2025-03-04,550,pagado
649,A0069,2025-04,2025-04-06,550,pagado
650,A0069,2025-05,2025-05-09,550,pagado
651,A0069,2025-06,,550,atrasado
652,A0069,2025-07,2025-07-04,550,pagado
653,A0069,2025-08,2025-08-02,550,pagado
654,A0070,2024-12,2024-12-10,550,pagado
655,A0070,2025-01,2025-01-11,550,pagado
656,A0071,2025-06,,550,atrasado
657,A0071,2025-07,2025-07-07,550,pagado
658,A0072,2025-05,2025-05-07,550,pagado
659,A0072,2025-06,2025-06-06,550,pagado
660,A0072,2025-07,2025-07-01,550,pagado
661,A0072,2025-08,2025-08-08,550,pagado
662,A0073,2024-05,,550,atrasado
663,A0073,2024-06,2024-06-02,550,pagado
664,A0073,2024-07,,550,pendiente
665,A0073,2024-08,2024-08-06,550,pagado
666,A0073,2024-09,2024-09-04,550,pagado
667,A0073,2024-10,2024-10-05,550,pagado
668,A0073,2024-11,,550,atrasado
669,A0073,2024-12,2024-12-10,550,pagado
670,A0073,2025-01,2025-01-08,550,pagado
671,A0073,2025-02,2025-02-07,550,pagado
672,A0073,2025-03,,550,atrasado
673,A0073,2025-04,2025-04-09,550,pagado
674,A0073,2025-05,,550,atrasado
675,A0073,2025-06,2025-06-02,550,pagado
676,A0073,2025-07,2025-07-07,550,pagado
677,A0073,2025-08,2025-08-05,550,pagado
678,A0074,2025-07,2025-07-06,550,pagado
679,A0074,2025-08,2025-08-09,550,pagado
680,A0075,2024-03,2024-03-08,550,pagado
681,A0075,2024-04,2024-04-07,550,pagado
682,A0075,2024-05,,550,atrasado
683,A0075,2024-06,2024-06-08,550,pagado
684,A0075,2024-07,2024-07-02,550,pagado
685,A0075,2024-08,2024-08-10,550,pagado
686,A0075,2024-09,,550,atrasado
687,A0075,2024-10,,550,atrasado
688,A0075,2024-11,2024-11-03,550,pagado
689,A0075,2024-12,,550,atrasado
690,A0075,2025-01,,550,pendiente
691,A0075,2025-02,2025-02-07,550,pagado
692,A0075,2025-03,,550,atrasado
693,A0075,2025-04,,550,atrasado
694,A0075,2025-05,2025-05-06,550,pagado
695,A0076,2025-04,2025-04-09,550,pagado
696,A0076,2025-05,2025-05-01,550,pagado
697,A0076,2025-06,2025-06-01,550,pagado
698,A0076,2025-07,,550,atrasado
699,A0076,2025-08,2025-08-02,550,pagado
700,A0077,2024-04,2024-04-10,550,pagado
701,A0077,2024-05,2024-05-07,550,pagado
702,A0077,2024-06,2024-06-03,550,pagado
703,A0077,2024-07,2024-07-10,550,pagado
704,A0077,2024-08,2024-08-03,550,pagado
705,A0077,2024-09,2024-09-03,550,pagado
706,A0077,2024-10,2024-10-07,550,pagado
707,A0077,2024-11,2024-11-11,550,pagado
708,A0077,2024-12,,550,pendiente
709,A0077,2025-01,2025-01-10,550,pagado
710,A0077,2025-02,2025-02-08,550,pagado
711,A0077,2025-03,2025-03-06,550,pagado
712,A0077,2025-04,2025-04-08,550,pagado
713,A0077,2025-05,2025-05-05,550,pagado
714,A0077,2025-06,2025-06-02,550,pagado
715,A0077,2025-07,2025-07-04,550,pagado
716,A0077,2025-08,2025-08-04,550,pagado
717,A0078,2024-06,2024-06-02,550,pagado
718,A0078,2024-07,2024-07-01,550,pagado
719,A0078,2024-08,,550,atrasado
720,A0078,2024-09,2024-09-08,550,pagado
721,A0078,2024-10,2024-10-04,550,pagado
722,A0078,2024-11,2024-11-06,550,pagado
723,A0078,2024-12,,550,atrasado
724,A0078,2025-01,2025-01-09,550,pagado
725,A0079,2024-06,2024-06-06,550,pagado
726,A0079,2024-07,2024-07-05,550,pagado
727,A0079,2024-08,2024-08-11,550,pagado
728,A0079,2024-09,,550,atrasado
729,A0079,2024-10,2024-10-03,550,pagado
730,A0079,2024-11,,550,atrasado
731,A0079,2024-12,2024-12-08,550,pagado
732,A0079,2025-01,2025-01-09,550,pagado
733,A0079,2025-02,,550,atrasado
734,A0079,2025-03,2025-03-02,550,pagado
735,A0079,2025-04,,550,atrasado
736,A0079,2025-05,,550,atrasado
737,A0079,2025-06,,550,pendiente
738,A0080,2025-02,2025-02-11,550,pagado
739,A0080,2025-03,,550,atrasado
740,A0080,2025-04,2025-04-02,550,pagado
741,A0080,2025-05,2025-05-04,550,pagado
742,A0080,2025-06,,550,atrasado
743,A0080,2025-07,2025-07-05,550,pagado
744,A0080,2025-08,,550,atrasado
745,A0081,2024-04,2024-04-08,550,pagado
746,A0081,2024-05,2024-05-02,550,pagado
747,A0081,2024-06,2024-06-02,550,pagado
748,A0081,2024-07,2024-07-04,550,pagado
749,A0081,2024-08,2024-08-09,550,pagado
750,A0081,2024-09,2024-09-06,550,pagado
751,A0081,2024-10,,550,atrasado
752,A0081,2024-11,2024-11-02,550,pagado
753,A0081,2024-12,,550,atrasado
754,A0081,2025-01,2025-01-07,550,pagado
755,A0081,2025-02,2025-02-04,550,pagado
756,A0081,2025-03,2025-03-10,550,pagado
757,A0081,2025-04,2025-04-10,550,pagado
758,A0081,2025-05,2025-05-07,550,pagado
759,A0081,2025-06,,550,atrasado
760,A0081,2025-07,,550,atrasado
761,A0081,2025-08,2025-08-02,550,pagado
762,A0082,2025-07,2025-07-01,550,pagado
763,A0082,2025-08,2025-08-10,550,pagado
764,A0083,2024-10,2024-10-02,550,pagado
765,A0083,2024-11,2024-11-05,550,pagado
766,A0083,2024-12,2024-12-10,550,pagado
767,A0083,2025-01,2025-01-07,550,pagado
768,A0083,2025-02,2025-02-02,550,pagado
769,A0083,2025-03,2025-03-05,550,pagado
770,A0083,2025-04,2025-04-03,550,pagado
771,A0083,2025-05,2025-05-06,550,pagado
772,A0083,2025-06,2025-06-10,550,pagado
773,A0083,2025-07,2025-07-01,550,pagado
774,A0083,2025-08,,550,atrasado
775,A0084,2025-01,2025-01-10,550,pagado
776,A0084,2025-02,2025-02-05,550,pagado
777,A0084,2025-03,2025-03-04,550,pagado
778,A0084,2025-04,2025-04-11,550,pagado
779,A0084,2025-05,,550,atrasado
780,A0084,2025-06,2025-06-08,550,pagado
781,A0084,2025-07,,550,pendiente
782,A0084,2025-08,,550,atrasado
783,A0085,2024-06,2024-06-06,550,pagado
784,A0086,2025-02,,550,atrasado
785,A0086,2025-03,2025-03-02,550,pagado
786,A0086,2025-04,2025-04-01,550,pagado
787,A0086,2025-05,2025-05-08,550,pagado
788,A0086,2025-06,2025-06-08,550,pagado
789,A0086,2025-07,2025-07-08,550,pagado
790,A0086,2025-08,,550,atrasado
791,A0087,2024-06,2024-06-10,550,pagado
792,A0087,2024-07,2024-07-05,550,pagado
793,A0087,2024-08,2024-08-09,550,pagado
794,A0087,2024-09,2024-09-03,550,pagado
795,A0087,2024-10,2024-10-02,550,pagado
796,A0087,2024-11,2024-11-06,550,pagado
797,A0087,2024-12,2024-12-06,550,pagado
798,A0087,2025-01,2025-01-05,550,pagado
799,A0087,2025-02,2025-02-05,550,pagado
800,A0087,2025-03,2025-03-01,550,pagado
801,A0087,2025-04,2025-04-05,550,pagado
802,A0087,2025-05,2025-05-09,550,pagado
803,A0087,2025-06,2025-06-10,550,pagado
804,A0087,2025-07,2025-07-05,550,pagado
805,A0087,2025-08,2025-08-11,550,pagado
806,A0088,2025-06,,550,atrasado
807,A0088,2025-07,2025-07-04,550,pagado
808,A0088,2025-08,2025-08-03,550,pagado
809,A0089,2024-09,2024-09-01,550,pagado
810,A0089,2024-10,2024-10-07,550,pagado
811,A0089,2024-11,2024-11-02,550,pagado
812,A0089,2024-12,2024-12-07,550,pagado
813,A0089,2025-01,2025-01-05,550,pagado
814,A0089,2025-02,2025-02-11,550,pagado
815,A0089,2025-03,2025-03-08,550,pagado
816,A0089,2025-04,2025-04-09,550,pagado
817,A0089,2025-05,2025-05-11,550,pagado
818,A0089,2025-06,2025-06-06,550,pagado
819,A0089,2025-07,2025-07-07,550,pagado
820,A0089,2025-08,2025-08-05,550,pagado
821,A0090,2024-10,2024-10-01,550,pagado
822,A0090,2024-11,2024-11-06,550,pagado
823,A0090,2024-12,2024-12-02,550,pagado
824,A0090,2025-01,2025-01-08,550,pagado
825,A0090,2025-02,2025-02-06,550,pagado
826,A0090,2025-03,2025-03-01,550,pagado
827,A0090,2025-04,2025-04-11,550,pagado
828,A0090,2025-05,,550,pendiente
829,A0090,2025-06,2025-06-09,550,pagado
830,A0090,2025-07,2025-07-10,550,pagado
831,A0090,2025-08,2025-08-03,550,pagado
832,A0091,2025-06,,550,pendiente
833,A0091,2025-07,,550,atrasado
834,A0092,2024-07,2024-07-01,550,pagado
835,A0092,2024-08,2024-08-04,550,pagado
836,A0092,2024-09,2024-09-10,550,pagado
837,A0092,2024-10,,550,pendiente
838,A0092,2024-11,2024-11-01,550,pagado
839,A0092,2024-12,2024-12-11,550,pagado
840,A0092,2025-01,2025-01-01,550,pagado
841,A0092,2025-02,2025-02-06,550,pagado
842,A0092,2025-03,2025-03-09,550,pagado
843,A0092,2025-04,2025-04-09,550,pagado
844,A0092,2025-05,2025-05-02,550,pagado
845,A0092,2025-06,2025-06-03,550,pagado
846,A0092,2025-07,2025-07-04,550,pagado
847,A0092,2025-08,2025-08-02,550,pagado
848,A0093,2025-01,2025-01-01,550,pagado
849,A0093,2025-02,2025-02-06,550,pagado
850,A0093,2025-03,2025-03-11,550,pagado
851,A0093,2025-04,2025-04-07,550,pagado
852,A0093,2025-05,2025-05-02,550,pagado
853,A0093,2025-06,2025-06-05,550,pagado
854,A0093,2025-07,2025-07-03,550,pagado
855,A0093,2025-08,2025-08-11,550,pagado
856,A0094,2024-06,2024-06-10,550,pagado
857,A0094,2024-07,,550,pendiente
858,A0094,2024-08,2024-08-05,550,pagado
859,A0094,2024-09,,550,pendiente
860,A0094,2024-10,2024-10-05,550,pagado
861,A0094,2024-11,2024-11-05,550,pagado
862,A0094,2024-12,2024-12-11,550,pagado
863,A0094,2025-01,2025-01-03,550,pagado
864,A0094,2025-02,2025-02-07,550,pagado
865,A0094,2025-03,,550,atrasado
866,A0094,2025-04,2025-04-06,550,pagado
867,A0094,2025-05,2025-05-11,550,pagado
868,A0094,2025-06,2025-06-08,550,pagado
869,A0094,2025-07,2025-07-08,550,pagado
870,A0094,2025-08,2025-08-07,550,pagado
871,A0095,2024-05,2024-05-09,550,pagado
872,A0095,2024-06,,550,atrasado
873,A0095,2024-07,2024-07-02,550,pagado
874,A0095,2024-08,2024-08-10,550,pagado
875,A0095,2024-09,2024-09-04,550,pagado
876,A0095,2024-10,2024-10-06,550,pagado
877,A0095,2024-11,,550,pendiente
878,A0095,2024-12,2024-12-10,550,pagado
879,A0095,2025-01,2025-01-01,550,pagado
880,A0095,2025-02,2025-02-07,550,pagado
881,A0095,2025-03,,550,pendiente
882,A0095,2025-04,2025-04-08,550,pagado
883,A0095,2025-05,2025-05-09,550,pagado
884,A0095,2025-06,2025-06-01,550,pagado
885,A0095,2025-07,,550,atrasado
886,A0095,2025-08,2025-08-11,550,pagado
887,A0096,2025-01,,550,atrasado
888,A0096,2025-02,2025-02-05,550,pagado
889,A0096,2025-03,2025-03-06,550,pagado
890,A0096,2025-04,2025-04-02,550,pagado
891,A0096,2025-05,2025-05-11,550,pagado
892,A0096,2025-06,2025-06-01,550,pagado
893,A0096,2025-07,2025-07-09,550,pagado
894,A0096,2025-08,,550,pendiente
895,A0097,2025-02,2025-02-08,550,pagado
896,A0097,2025-03,,550,atrasado
897,A0097,2025-04,2025-04-11,550,pagado
898,A0098,2025-01,2025-01-05,550,pagado
899,A0098,2025-02,2025-02-01,550,pagado
900,A0098,2025-03,2025-03-10,550,pagado
901,A0098,2025-04,2025-04-02,550,pagado
902,A0098,2025-05,,550,atrasado
903,A0098,2025-06,2025-06-02,550,pagado
904,A0098,2025-07,2025-07-04,550,pagado
905,A0098,2025-08,2025-08-08,550,pagado
906,A0099,2025-05,,550,atrasado
907,A0099,2025-06,2025-06-07,550,pagado
908,A0099,2025-07,,550,atrasado
909,A0099,2025-08,,550,pendiente
910,A0100,2024-09,2024-09-03,550,pagado
911,A0100,2024-10,2024-10-09,550,pagado
912,A0100,2024-11,2024-11-10,550,pagado
913,A0100,2024-12,2024-12-11,550,pagado
914,A0100,2025-01,2025-01-07,550,pagado
915,A0100,2025-02,,550,pendiente
916,A0100,2025-03,,550,atrasado
917,A0100,2025-04,,550,pendiente
918,A0100,2025-05,2025-05-04,550,pagado
919,A0100,2025-06,2025-06-09,550,pagado
920,A0100,2025-07,2025-07-08,550,pagado
921,A0100,2025-08,2025-08-11,550,pagado
922,A0101,2025-02,,550,atrasado
923,A0101,2025-03,2025-03-06,550,pagado
924,A0102,2024-11,2024-11-07,550,pagado
925,A0102,2024-12,2024-12-02,550,pagado
926,A0102,2025-01,2025-01-07,550,pagado
927,A0102,2025-02,,550,pendiente
928,A0102,2025-03,2025-03-02,550,pagado
929,A0102,2025-04,2025-04-01,550,pagado
930,A0102,2025-05,2025-05-01,550,pagado
931,A0102,2025-06,2025-06-11,550,pagado
932,A0102,2025-07,2025-07-01,550,pagado
933,A0102,2025-08,2025-08-06,550,pagado
934,A0103,2024-10,2024-10-08,550,pagado
935,A0103,2024-11,2024-11-08,550,pagado
936,A0103,2024-12,,550,atrasado
937,A0103,2025-01,2025-01-06,550,pagado
938,A0103,2025-02,2025-02-09,550,pagado
939,A0103,2025-03,,550,atrasado
940,A0103,2025-04,2025-04-09,550,pagado
941,A0103,2025-05,2025-05-02,550,pagado
942,A0103,2025-06,,550,atrasado
943,A0103,2025-07,,550,atrasado
944,A0103,2025-08,2025-08-10,550,pagado
945,A0104,2025-01,2025-01-03,550,pagado
946,A0104,2025-02,2025-02-11,550,pagado
947,A0104,2025-03,2025-03-07,550,pagado
948,A0104,2025-04,,550,atrasado
949,A0104,2025-05,2025-05-08,550,pagado
950,A0104,2025-06,2025-06-08,550,pagado
951,A0104,2025-07,2025-07-03,550,pagado
952,A0104,2025-08,2025-08-09,550,pagado
953,A0105,2025-04,2025-04-09,550,pagado
954,A0105,2025-05,2025-05-06,550,pagado
955,A0105,2025-06,2025-06-10,550,pagado
956,A0105,2025-07,2025-07-10,550,pagado
957,A0105,2025-08,2025-08-02,550,pagado
958,A0106,2025-03,,550,atrasado
959,A0106,2025-04,2025-04-03,550,pagado
960,A0106,2025-05,2025-05-11,550,pagado
961,A0106,2025-06,,550,atrasado
962,A0106,2025-07,2025-07-08,550,pagado
963,A0106,2025-08,2025-08-04,550,pagado
964,A0107,2025-05,2025-05-04,550,pagado
965,A0107,2025-06,,550,atrasado
966,A0107,2025-07,2025-07-07,550,pagado
967,A0107,2025-08,2025-08-07,550,pagado
968,A0108,2024-11,2024-11-01,550,pagado
969,A0108,2024-12,2024-12-02,550,pagado
970,A0108,2025-01,,550,atrasado
971,A0108,2025-02,2025-02-08,550,pagado
972,A0108,2025-03,2025-03-10,550,pagado
973,A0108,2025-04,2025-04-01,550,pagado
974,A0108,2025-05,2025-05-06,550,pagado
975,A0108,2025-06,,550,atrasado
976,A0108,2025-07,2025-07-03,550,pagado
977,A0108,2025-08,2025-08-10,550,pagado
978,A0109,2025-03,2025-03-04,550,pagado
979,A0109,2025-04,,550,atrasado
980,A0109,2025-05,2025-05-05,550,pagado
981,A0109,2025-06,,550,atrasado
982,A0110,2025-02,2025-02-07,550,pagado
983,A0110,2025-03,2025-03-04,550,pagado
984,A0110,2025-04,,550,atrasado
985,A0110,2025-05,,550,atrasado
986,A0110,2025-06,2025-06-02,550,pagado
987,A0111,2024-06,2024-06-03,550,pagado
988,A0111,2024-07,2024-07-06,550,pagado
989,A0111,2024-08,2024-08-10,550,pagado
990,A0111,2024-09,2024-09-02,550,pagado
991,A0111,2024-10,2024-10-11,550,pagado
992,A0111,2024-11,2024-11-11,550,pagado
993,A0111,2024-12,2024-12-04,550,pagado
994,A0111,2025-01,2025-01-10,550,pagado
995,A0111,2025-02,2025-02-09,550,pagado
996,A0111,2025-03,2025-03-10,550,pagado
997,A0111,2025-04,2025-04-03,550,pagado
998,A0111,2025-05,2025-05-08,550,pagado
999,A0111,2025-06,2025-06-07,550,pagado
1000,A0111,2025-07,2025-07-10,550,pagado
1001,A0111,2025-08,,550,atrasado
1002,A0112,2025-06,2025-06-05,550,pagado
1003,A0112,2025-07,,550,atrasado
1004,A0112,2025-08,2025-08-01,550,pagado
1005,A0113,2024-09,2024-09-06,550,pagado
1006,A0113,2024-10,,550,atrasado
1007,A0113,2024-11,2024-11-05,550,pagado
1008,A0113,2024-12,2024-12-05,550,pagado
1009,A0113,2025-01,2025-01-06,550,pagado
1010,A0113,2025-02,,550,atrasado
1011,A0113,2025-03,2025-03-05,550,pagado
1012,A0113,2025-04,,550,atrasado
1013,A0113,2025-05,2025-05-09,550,pagado
1014,A0113,2025-06,2025-06-09,550,pagado
1015,A0113,2025-07,2025-07-10,550,pagado
1016,A0113,2025-08,,550,atrasado
1017,A0114,2025-03,2025-03-02,550,pagado
1018,A0114,2025-04,2025-04-05,550,pagado
1019,A0114,2025-05,2025-05-01,550,pagado
1020,A0114,2025-06,2025-06-05,550,pagado
1021,A0114,2025-07,2025-07-01,550,pagado
1022,A0114,2025-08,,550,pendiente
1023,A0115,2024-12,2024-12-06,550,pagado
1024,A0115,2025-01,2025-01-11,550,pagado
1025,A0115,2025-02,2025-02-01,550,pagado
1026,A0115,2025-03,2025-03-02,550,pagado
1027,A0115,2025-04,2025-04-10,550,pagado
1028,A0115,2025-05,2025-05-01,550,pagado
1029,A0115,2025-06,2025-06-02,550,pagado
1030,A0115,2025-07,2025-07-10,550,pagado
1031,A0115,2025-08,2025-08-02,550,pagado
1032,A0116,2025-06,2025-06-08,550,pagado
1033,A0116,2025-07,2025-07-05,550,pagado
1034,A0116,2025-08,2025-08-02,550,pagado
1035,A0117,2024-11,,550,atrasado
1036,A0117,2024-12,2024-12-11,550,pagado
1037,A0117,2025-01,2025-01-08,550,pagado
1038,A0118,2024-11,,550,pendiente
1039,A0118,2024-12,2024-12-04,550,pagado
1040,A0118,2025-01,,550,atrasado
1041,A0118,2025-02,,550,atrasado
1042,A0118,2025-03,2025-03-04,550,pagado
1043,A0118,2025-04,2025-04-07,550,pagado
1044,A0118,2025-05,2025-05-01,550,pagado
1045,A0118,2025-06,2025-06-01,550,pagado
1046,A0119,2024-03,2024-03-07,550,pagado
1047,A0119,2024-04,2024-04-07,550,pagado
1048,A0119,2024-05,2024-05-09,550,pagado
1049,A0119,2024-06,,550,pendiente
1050,A0119,2024-07,2024-07-10,550,pagado
1051,A0119,2024-08,2024-08-06,550,pagado
1052,A0119,2024-09,2024-09-06,550,pagado
1053,A0119,2024-10,2024-10-01,550,pagado
1054,A0119,2024-11,2024-11-02,550,pagado
1055,A0119,2024-12,2024-12-04,550,pagado
1056,A0119,2025-01,2025-01-09,550,pagado
1057,A0119,2025-02,2025-02-01,550,pagado
1058,A0119,2025-03,2025-03-04,550,pagado
1059,A0119,2025-04,2025-04-02,550,pagado
1060,A0119,2025-05,,550,atrasado
1061,A0119,2025-06,2025-06-05,550,pagado
1062,A0119,2025-07,,550,atrasado
1063,A0119,2025-08,2025-08-11,550,pagado
1064,A0120,2024-08,2024-08-05,550,pagado
1065,A0120,2024-09,,550,atrasado
1066,A0120,2024-10,2024-10-11,550,pagado
1067,A0120,2024-11,,550,atrasado
1068,A0120,2024-12,,550,atrasado
1069,A0120,2025-01,,550,atrasado
1070,A0121,2024-10,2024-10-08,550,pagado
1071,A0121,2024-11,2024-11-06,550,pagado
1072,A0121,2024-12,2024-12-04,550,pagado
1073,A0121,2025-01,2025-01-05,550,pagado
1074,A0121,2025-02,2025-02-09,550,pagado
1075,A0121,2025-03,,550,atrasado
1076,A0121,2025-04,2025-04-09,550,pagado
1077,A0121,2025-05,2025-05-06,550,pagado
1078,A0122,2024-03,2024-03-09,550,pagado
1079,A0122,2024-04,,550,atrasado
1080,A0122,2024-05,2024-05-07,550,pagado
1081,A0122,2024-06,2024-06-10,550,pagado
1082,A0122,2024-07,2024-07-02,550,pagado
1083,A0122,2024-08,2024-08-03,550,pagado
1084,A0122,2024-09,2024-09-09,550,pagado
1085,A0122,2024-10,2024-10-09,550,pagado
1086,A0122,2024-11,2024-11-06,550,pagado
1087,A0122,2024-12,2024-12-03,550,pagado
1088,A0122,2025-01,,550,atrasado
1089,A0122,2025-02,2025-02-08,550,pagado
1090,A0122,2025-03,2025-03-08,550,pagado
1091,A0122,2025-04,2025-04-01,550,pagado
1092,A0122,2025-05,2025-05-01,550,pagado
1093,A0122,2025-06,2025-06-10,550,pagado
1094,A0122,2025-07,2025-07-02,550,pagado
1095,A0122,2025-08,,550,atrasado
1096,A0123,2025-05,2025-05-07,550,pagado
1097,A0123,2025-06,2025-06-07,550,pagado
1098,A0124,2024-05,2024-05-01,550,pagado
1099,A0124,2024-06,2024-06-07,550,pagado
1100,A0124,2024-07,2024-07-07,550,pagado
1101,A0124,2024-08,2024-08-11,550,pagado
1102,A0124,2024-09,2024-09-09,550,pagado
1103,A0124,2024-10,2024-10-01,550,pagado
1104,A0124,2024-11,2024-11-06,550,pagado
1105,A0124,2024-12,2024-12-05,550,pagado
1106,A0124,2025-01,2025-01-10,550,pagado
1107,A0124,2025-02,2025-02-01,550,pagado
1108,A0124,2025-03,2025-03-10,550,pagado
1109,A0124,2025-04,2025-04-07,550,pagado
1110,A0124,2025-05,2025-05-01,550,pagado
1111,A0124,2025-06,2025-06-09,550,pagado
1112,A0124,2025-07,2025-07-11,550,pagado
1113,A0124,2025-08,2025-08-09,550,pagado
1114,A0125,2024-04,2024-04-10,550,pagado
1115,A0125,2024-05,2024-05-09,550,pagado
1116,A0125,2024-06,2024-06-07,550,pagado
1117,A0125,2024-07,2024-07-04,550,pagado
1118,A0125,2024-08,,550,pendiente
1119,A0125,2024-09,,550,atrasado
1120,A0125,2024-10,2024-10-05,550,pagado
1121,A0125,2024-11,,550,atrasado
1122,A0125,2024-12,2024-12-09,550,pagado
1123,A0125,2025-01,2025-01-10,550,pagado
1124,A0125,2025-02,2025-02-10,550,pagado
1125,A0125,2025-03,2025-03-05,550,pagado
1126,A0125,2025-04,2025-04-11,550,pagado
1127,A0125,2025-05,2025-05-10,550,pagado
1128,A0125,2025-06,,550,atrasado
1129,A0125,2025-07,2025-07-11,550,pagado
1130,A0125,2025-08,2025-08-05,550,pagado
1131,A0126,2024-04,2024-04-08,550,pagado
1132,A0126,2024-05,2024-05-08,550,pagado
1133,A0126,2024-06,,550,atrasado
1134,A0126,2024-07,,550,atrasado
1135,A0126,2024-08,2024-08-11,550,pagado
1136,A0126,2024-09,2024-09-04,550,pagado
1137,A0126,2024-10,2024-10-10,550,pagado
1138,A0126,2024-11,2024-11-05,550,pagado
1139,A0126,2024-12,2024-12-09,550,pagado
1140,A0126,2025-01,2025-01-02,550,pagado
1141,A0126,2025-02,2025-02-05,550,pagado
1142,A0126,2025-03,2025-03-05,550,pagado
1143,A0126,2025-04,2025-04-08,550,pagado
1144,A0126,2025-05,,550,pendiente
1145,A0126,2025-06,2025-06-03,550,pagado
1146,A0126,2025-07,2025-07-11,550,pagado
1147,A0126,2025-08,,550,atrasado
1148,A0127,2025-02,,550,atrasado
1149,A0127,2025-03,,550,atrasado
1150,A0127,2025-04,2025-04-08,550,pagado
1151,A0127,2025-05,2025-05-01,550,pagado
1152,A0127,2025-06,2025-06-04,550,pagado
1153,A0127,2025-07,,550,atrasado
1154,A0127,2025-08,2025-08-05,550,pagado
1155,A0128,2024-06,2024-06-01,550,pagado
1156,A0128,2024-07,2024-07-06,550,pagado
1157,A0128,2024-08,2024-08-01,550,pagado
1158,A0128,2024-09,2024-09-06,550,pagado
1159,A0128,2024-10,,550,atrasado
1160,A0128,2024-11,2024-11-02,550,pagado
1161,A0128,2024-12,2024-12-04,550,pagado
1162,A0128,2025-01,,550,atrasado
1163,A0128,2025-02,2025-02-11,550,pagado
1164,A0128,2025-03,2025-03-11,550,pagado
1165,A0128,2025-04,2025-04-05,550,pagado
1166,A0128,2025-05,,550,atrasado
1167,A0129,2025-05,2025-05-06,550,pagado
1168,A0129,2025-06,2025-06-07,550,pagado
1169,A0129,2025-07,2025-07-06,550,pagado
1170,A0129,2025-08,2025-08-05,550,pagado
1171,A0130,2025-04,2025-04-03,550,pagado
1172,A0130,2025-05,2025-05-05,550,pagado
1173,A0130,2025-06,2025-06-10,550,pagado
1174,A0130,2025-07,,550,atrasado
