id_asistencia,id_alumno,id_grupo,fecha_clase,presente
1683,A0027,G3,2025-06-02,si
1684,A0027,G3,2025-06-09,si
1685,A0027,G3,2025-06-16,si
1686,A0027,G3,2025-06-23,si
1687,A0027,G3,2025-06-30,si
1688,A0027,G3,2025-07-07,si
1689,A0027,G3,2025-07-14,si
1690,A0027,G3,2025-07-21,si
1691,A0027,G3,2025-07-28,si
1692,A0027,G3,2025-08-04,si
1693,A0027,G3,2025-08-11,no
1694,A0028,G2,2024-09-08,si
1695,A0028,G2,2024-09-08,si
1696,A0028,G2,2024-09-15,si
1697,A0028,G2,2024-09-15,si
1698,A0028,G2,2024-09-22,si
1699,A0028,G2,2024-09-22,si
1700,A0028,G2,2024-09-29,si
1701,A0028,G2,2024-09-29,si
1702,A0028,G2,2024-10-06,si
1703,A0028,G2,2024-10-06,no
1704,A0028,G2,2024-10-13,si
1705,A0028,G2,2024-10-13,si
1706,A0028,G2,2024-10-20,si
1707,A0028,G2,2024-10-20,si
1708,A0028,G2,2024-10-27,si
1709,A0028,G2,2024-10-27,si
1710,A0028,G2,2024-11-03,si
1711,A0028,G2,2024-11-03,si
1712,A0028,G2,2024-11-10,si
1713,A0028,G2,2024-11-10,si
1714,A0028,G2,2024-11-17,si
1715,A0028,G2,2024-11-17,si
1716,A0028,G2,2024-11-24,si
1717,A0028,G2,2024-11-24,si
1718,A0028,G2,2024-12-01,no
1719,A0028,G2,2024-12-01,si
1720,A0028,G2,2024-12-08,si
1721,A0028,G2,2024-12-08,si
1722,A0028,G2,2024-12-15,si
1723,A0028,G2,2024-12-15,si
1724,A0028,G2,2024-12-22,no
1725,A0028,G2,2024-12-22,si
1726,A0028,G2,2024-12-29,no
1727,A0028,G2,2024-12-29,si
1728,A0028,G2,2025-01-05,si
1729,A0028,G2,2025-01-05,si
1730,A0028,G2,2025-01-12,si
1731,A0028,G2,2025-01-12,no
1732,A0028,G2,2025-01-19,si
1733,A0028,G2,2025-01-19,si
1734,A0028,G2,2025-01-26,si
1735,A0028,G2,2025-01-26,si
1736,A0028,G2,2025-02-02,si
1737,A0028,G2,2025-02-02,si
1738,A0028,G2,2025-02-09,si
1739,A0028,G2,2025-02-09,si
1740,A0028,G2,2025-02-16,si
1741,A0028,G2,2025-02-16,si
1742,A0028,G2,2025-02-23,si
1743,A0028,G2,2025-02-23,si
1744,A0028,G2,2025-03-02,si
1745,A0028,G2,2025-03-02,si
1746,A0028,G2,2025-03-09,si
1747,A0028,G2,2025-03-09,si
1748,A0028,G2,2025-03-16,si
1749,A0028,G2,2025-03-16,no
1750,A0028,G2,2025-03-23,no
1751,A0028,G2,2025-03-23,si
1752,A0028,G2,2025-03-30,si
1753,A0028,G2,2025-03-30,no
1754,A0028,G2,2025-04-06,si
1755,A0028,G2,2025-04-06,si
1756,A0028,G2,2025-04-13,si
1757,A0028,G2,2025-04-13,no
1758,A0028,G2,2025-04-20,si
1759,A0028,G2,2025-04-20,si
1760,A0028,G2,2025-04-27,si
1761,A0028,G2,2025-04-27,si
1762,A0028,G2,2025-05-04,si
1763,A0028,G2,2025-05-04,si
1764,A0028,G2,2025-05-11,si
1765,A0028,G2,2025-05-11,si
1766,A0028,G2,2025-05-18,no
1767,A0028,G2,2025-05-18,si
1768,A0028,G2,2025-05-25,si
1769,A0028,G2,2025-05-25,si
1770,A0028,G2,2025-06-01,si
1771,A0028,G2,2025-06-01,si
1772,A0028,G2,2025-06-08,si
1773,A0028,G2,2025-06-08,si
1774,A0028,G2,2025-06-15,si
1775,A0028,G2,2025-06-15,si
1776,A0028,G2,2025-06-22,si
1777,A0028,G2,2025-06-22,si
1778,A0028,G2,2025-06-29,si
1779,A0028,G2,2025-06-29,si
1780,A0028,G2,2025-07-06,si
1781,A0028,G2,2025-07-06,no
1782,A0028,G2,2025-07-13,si
1783,A0028,G2,2025-07-13,si
1784,A0028,G2,2025-07-20,no
1785,A0028,G2,2025-07-20,si
1786,A0028,G2,2025-07-27,si
1787,A0028,G2,2025-07-27,si
1788,A0028,G2,2025-08-03,si
1789,A0028,G2,2025-08-03,si
1790,A0028,G2,2025-08-10,si
1791,A0028,G2,2025-08-10,si
1792,A0028,G2,2025-08-17,si
1793,A0028,G2,2025-08-17,si
1794,A0029,G5,2025-06-14,no
1795,A0029,G5,2025-06-14,no
1796,A0029,G5,2025-06-21,si
1797,A0029,G5,2025-06-21,si
1798,A0030,G5,2025-06-28,no
1799,A0030,G5,2025-06-28,si
1800,A0030,G5,2025-07-05,si
1801,A0030,G5,2025-07-05,si
1802,A0030,G5,2025-07-12,no
1803,A0030,G5,2025-07-12,no
1804,A0031,G2,2025-02-01,si
1805,A0031,G2,2025-02-01,si
1806,A0031,G2,2025-02-08,si
1807,A0031,G2,2025-02-08,si
1808,A0031,G2,2025-02-15,si
1809,A0031,G2,2025-02-15,si
1810,A0031,G2,2025-02-22,si
1811,A0031,G2,2025-02-22,si
1812,A0031,G2,2025-03-01,si
1813,A0031,G2,2025-03-01,si
1814,A0031,G2,2025-03-08,si
1815,A0031,G2,2025-03-08,si
1816,A0031,G2,2025-03-15,no
1817,A0031,G2,2025-03-15,si
1818,A0031,G2,2025-03-22,si
1819,A0031,G2,2025-03-22,si
1820,A0031,G2,2025-03-29,si
1821,A0031,G2,2025-03-29,si
1822,A0031,G2,2025-04-05,si
1823,A0031,G2,2025-04-05,si
1824,A0031,G2,2025-04-12,si
1825,A0031,G2,2025-04-12,si
1826,A0031,G2,2025-04-19,si
1827,A0031,G2,2025-04-19,si
1828,A0031,G2,2025-04-26,si
1829,A0031,G2,2025-04-26,si
1830,A0031,G2,2025-05-03,si
1831,A0031,G2,2025-05-03,si
1832,A0031,G2,2025-05-10,no
1833,A0031,G2,2025-05-10,si
1834,A0031,G2,2025-05-17,si
1835,A0031,G2,2025-05-17,si
1836,A0031,G2,2025-05-24,si
1837,A0031,G2,2025-05-24,si
1838,A0031,G2,2025-05-31,si
1839,A0031,G2,2025-05-31,si
1840,A0031,G2,2025-06-07,si
1841,A0031,G2,2025-06-07,si
1842,A0031,G2,2025-06-14,no
1843,A0031,G2,2025-06-14,si
1844,A0031,G2,2025-06-21,si
1845,A0031,G2,2025-06-21,si
1846,A0031,G2,2025-06-28,si
1847,A0031,G2,2025-06-28,si
1848,A0031,G2,2025-07-05,si
1849,A0031,G2,2025-07-05,si
1850,A0031,G2,2025-07-12,si
1851,A0031,G2,2025-07-12,si
1852,A0031,G2,2025-07-19,si
1853,A0031,G2,2025-07-19,si
1854,A0031,G2,2025-07-26,si
1855,A0031,G2,2025-07-26,si
1856,A0031,G2,2025-08-02,no
1857,A0031,G2,2025-08-02,no
1858,A0031,G2,2025-08-09,si
1859,A0031,G2,2025-08-09,si
1860,A0031,G2,2025-08-16,si
1861,A0031,G2,2025-08-16,si
1862,A0032,G3,2024-11-26,si
1863,A0032,G3,2024-12-03,si
1864,A0032,G3,2024-12-10,no
1865,A0032,G3,2024-12-17,no
1866,A0032,G3,2024-12-24,si
1867,A0032,G3,2024-12-31,si
1868,A0032,G3,2025-01-07,si
1869,A0032,G3,2025-01-14,si
1870,A0032,G3,2025-01-21,si
1871,A0032,G3,2025-01-28,si
1872,A0032,G3,2025-02-04,si
1873,A0032,G3,2025-02-11,si
1874,A0032,G3,2025-02-18,si
1875,A0032,G3,2025-02-25,si
1876,A0032,G3,2025-03-04,si
1877,A0032,G3,2025-03-11,si
1878,A0032,G3,2025-03-18,si
1879,A0032,G3,2025-03-25,si
1880,A0032,G3,2025-04-01,si
1881,A0032,G3,2025-04-08,si
1882,A0032,G3,2025-04-15,si
1883,A0032,G3,2025-04-22,si
1884,A0032,G3,2025-04-29,si
1885,A0032,G3,2025-05-06,si
1886,A0032,G3,2025-05-13,si
1887,A0032,G3,2025-05-20,si
1888,A0032,G3,2025-05-27,si
1889,A0032,G3,2025-06-03,si
1890,A0032,G3,2025-06-10,no
1891,A0032,G3,2025-06-17,si
1892,A0032,G3,2025-06-24,si
1893,A0032,G3,2025-07-01,si
1894,A0032,G3,2025-07-08,si
1895,A0032,G3,2025-07-15,si
1896,A0032,G3,2025-07-22,si
1897,A0032,G3,2025-07-29,si
1898,A0032,G3,2025-08-05,si
1899,A0032,G3,2025-08-12,si
1900,A0033,G2,2025-06-19,no
1901,A0033,G2,2025-06-19,si
1902,A0033,G2,2025-06-26,si
1903,A0033,G2,2025-06-26,no
1904,A0033,G2,2025-07-03,si
1905,A0033,G2,2025-07-03,no
1906,A0033,G2,2025-07-10,si
1907,A0033,G2,2025-07-10,si
1908,A0033,G2,2025-07-17,si
1909,A0033,G2,2025-07-17,si
1910,A0033,G2,2025-07-24,si
1911,A0033,G2,2025-07-24,no
1912,A0033,G2,2025-07-31,si
1913,A0033,G2,2025-07-31,si
1914,A0033,G2,2025-08-07,si
1915,A0033,G2,2025-08-07,si
1916,A0033,G2,2025-08-14,si
1917,A0033,G2,2025-08-14,si
1918,A0034,G2,2025-03-01,si
1919,A0034,G2,2025-03-01,si
1920,A0034,G2,2025-03-08,si
1921,A0034,G2,2025-03-08,si
1922,A0034,G2,2025-03-15,no
1923,A0034,G2,2025-03-15,si
1924,A0034,G2,2025-03-22,si
1925,A0034,G2,2025-03-22,no
1926,A0034,G2,2025-03-29,si
1927,A0034,G2,2025-03-29,no
1928,A0034,G2,2025-04-05,si
1929,A0034,G2,2025-04-05,si
1930,A0034,G2,2025-04-12,si
1931,A0034,G2,2025-04-12,si
1932,A0034,G2,2025-04-19,si
1933,A0034,G2,2025-04-19,si
1934,A0034,G2,2025-04-26,si
1935,A0034,G2,2025-04-26,si
1936,A0034,G2,2025-05-03,si
1937,A0034,G2,2025-05-03,si
1938,A0034,G2,2025-05-10,si
1939,A0034,G2,2025-05-10,si
1940,A0034,G2,2025-05-17,si
1941,A0034,G2,2025-05-17,si
1942,A0034,G2,2025-05-24,si
1943,A0034,G2,2025-05-24,si
1944,A0034,G2,2025-05-31,si
1945,A0034,G2,2025-05-31,si
1946,A0034,G2,2025-06-07,si
1947,A0034,G2,2025-06-07,si
1948,A0034,G2,2025-06-14,si
1949,A0034,G2,2025-06-14,si
1950,A0034,G2,2025-06-21,si
1951,A0034,G2,2025-06-21,si
1952,A0034,G2,2025-06-28,no
1953,A0034,G2,2025-06-28,si
1954,A0034,G2,2025-07-05,si
1955,A0034,G2,2025-07-05,si
1956,A0034,G2,2025-07-12,no
1957,A0034,G2,2025-07-12,si
1958,A0034,G2,2025-07-19,si
1959,A0034,G2,2025-07-19,no
1960,A0034,G2,2025-07-26,si
1961,A0034,G2,2025-07-26,si
1962,A0034,G2,2025-08-02,no
1963,A0034,G2,2025-08-02,si
1964,A0034,G2,2025-08-09,si
1965,A0034,G2,2025-08-09,no
1966,A0034,G2,2025-08-16,si
1967,A0034,G2,2025-08-16,si
1968,A0035,G6,2024-09-08,si
1969,A0035,G6,2024-09-15,si
1970,A0035,G6,2024-09-22,si
1971,A0035,G6,2024-09-29,si
1972,A0035,G6,2024-10-06,no
1973,A0035,G6,2024-10-13,si
1974,A0035,G6,2024-10-20,no
1975,A0035,G6,2024-10-27,si
1976,A0035,G6,2024-11-03,si
1977,A0035,G6,2024-11-10,si
1978,A0035,G6,2024-11-17,si
1979,A0035,G6,2024-11-24,si
1980,A0035,G6,2024-12-01,no
1981,A0035,G6,2024-12-08,si
1982,A0035,G6,2024-12-15,si
1983,A0035,G6,2024-12-22,no
1984,A0035,G6,2024-12-29,si
1985,A0035,G6,2025-01-05,no
1986,A0035,G6,2025-01-12,no
1987,A0035,G6,2025-01-19,no
1988,A0035,G6,2025-01-26,si
1989,A0035,G6,2025-02-02,no
1990,A0035,G6,2025-02-09,no
1991,A0035,G6,2025-02-16,si
1992,A0035,G6,2025-02-23,si
1993,A0035,G6,2025-03-02,si
1994,A0035,G6,2025-03-09,si
1995,A0035,G6,2025-03-16,si
1996,A0035,G6,2025-03-23,si
1997,A0035,G6,2025-03-30,si
1998,A0035,G6,2025-04-06,si
1999,A0035,G6,2025-04-13,si
2000,A0035,G6,2025-04-20,si
2001,A0035,G6,2025-04-27,si
2002,A0035,G6,2025-05-04,si
2003,A0035,G6,2025-05-11,si
2004,A0035,G6,2025-05-18,si
2005,A0035,G6,2025-05-25,si
2006,A0035,G6,2025-06-01,si
2007,A0035,G6,2025-06-08,si
2008,A0035,G6,2025-06-15,si
2009,A0035,G6,2025-06-22,si
2010,A0035,G6,2025-06-29,si
2011,A0035,G6,2025-07-06,no
2012,A0035,G6,2025-07-13,si
2013,A0035,G6,2025-07-20,si
2014,A0035,G6,2025-07-27,si
2015,A0035,G6,2025-08-03,si
2016,A0035,G6,2025-08-10,si
2017,A0035,G6,2025-08-17,si
2018,A0036,G1,2024-07-05,si
2019,A0036,G1,2024-07-05,si
2020,A0036,G1,2024-07-12,si
2021,A0036,G1,2024-07-12,si
2022,A0036,G1,2024-07-19,no
2023,A0036,G1,2024-07-19,si
2024,A0036,G1,2024-07-26,si
2025,A0036,G1,2024-07-26,si
2026,A0036,G1,2024-08-02,si
2027,A0036,G1,2024-08-02,si
2028,A0036,G1,2024-08-09,si
2029,A0036,G1,2024-08-09,si
2030,A0036,G1,2024-08-16,si
2031,A0036,G1,2024-08-16,si
2032,A0036,G1,2024-08-23,no
2033,A0036,G1,2024-08-23,si
2034,A0036,G1,2024-08-30,si
2035,A0036,G1,2024-08-30,si
2036,A0036,G1,2024-09-06,no
2037,A0036,G1,2024-09-06,si
2038,A0036,G1,2024-09-13,si
2039,A0036,G1,2024-09-13,si
2040,A0036,G1,2024-09-20,si
2041,A0036,G1,2024-09-20,si
2042,A0036,G1,2024-09-27,si
2043,A0036,G1,2024-09-27,si
2044,A0036,G1,2024-10-04,si
2045,A0036,G1,2024-10-04,si
2046,A0036,G1,2024-10-11,si
2047,A0036,G1,2024-10-11,si
2048,A0036,G1,2024-10-18,si
2049,A0036,G1,2024-10-18,no
2050,A0036,G1,2024-10-25,si
2051,A0036,G1,2024-10-25,si
2052,A0036,G1,2024-11-01,no
2053,A0036,G1,2024-11-01,si
2054,A0036,G1,2024-11-08,si
2055,A0036,G1,2024-11-08,si
2056,A0036,G1,2024-11-15,si
2057,A0036,G1,2024-11-15,si
2058,A0036,G1,2024-11-22,si
2059,A0036,G1,2024-11-22,si
2060,A0036,G1,2024-11-29,si
2061,A0036,G1,2024-11-29,si
2062,A0036,G1,2024-12-06,si
2063,A0036,G1,2024-12-06,no
2064,A0036,G1,2024-12-13,si
2065,A0036,G1,2024-12-13,no
2066,A0036,G1,2024-12-20,si
2067,A0036,G1,2024-12-20,si
2068,A0036,G1,2024-12-27,si
2069,A0036,G1,2024-12-27,si
2070,A0036,G1,2025-01-03,no
2071,A0036,G1,2025-01-03,si
2072,A0037,G6,2024-03-31,si
2073,A0037,G6,2024-04-07,si
2074,A0037,G6,2024-04-14,si
2075,A0037,G6,2024-04-21,no
2076,A0037,G6,2024-04-28,si
2077,A0037,G6,2024-05-05,si
2078,A0037,G6,2024-05-12,si
2079,A0037,G6,2024-05-19,si
2080,A0037,G6,2024-05-26,no
2081,A0037,G6,2024-06-02,no
2082,A0037,G6,2024-06-09,si
2083,A0037,G6,2024-06-16,si
2084,A0037,G6,2024-06-23,si
2085,A0037,G6,2024-06-30,si
2086,A0037,G6,2024-07-07,si
2087,A0037,G6,2024-07-14,si
2088,A0037,G6,2024-07-21,si
2089,A0037,G6,2024-07-28,si
2090,A0037,G6,2024-08-04,si
2091,A0037,G6,2024-08-11,si
2092,A0037,G6,2024-08-18,si
2093,A0037,G6,2024-08-25,no
2094,A0037,G6,2024-09-01,no
2095,A0037,G6,2024-09-08,si
2096,A0037,G6,2024-09-15,si
2097,A0037,G6,2024-09-22,si
2098,A0037,G6,2024-09-29,si
2099,A0037,G6,2024-10-06,si
2100,A0037,G6,2024-10-13,si
2101,A0037,G6,2024-10-20,si
2102,A0037,G6,2024-10-27,si
2103,A0037,G6,2024-11-03,no
2104,A0037,G6,2024-11-10,si
2105,A0037,G6,2024-11-17,si
2106,A0037,G6,2024-11-24,no
2107,A0037,G6,2024-12-01,si
2108,A0037,G6,2024-12-08,si
2109,A0037,G6,2024-12-15,si
2110,A0037,G6,2024-12-22,si
2111,A0037,G6,2024-12-29,si
2112,A0037,G6,2025-01-05,si
2113,A0037,G6,2025-01-12,si
2114,A0037,G6,2025-01-19,si
2115,A0037,G6,2025-01-26,si
2116,A0037,G6,2025-02-02,si
2117,A0037,G6,2025-02-09,si
2118,A0037,G6,2025-02-16,si
2119,A0037,G6,2025-02-23,si
2120,A0037,G6,2025-03-02,si
2121,A0037,G6,2025-03-09,si
2122,A0037,G6,2025-03-16,si
2123,A0037,G6,2025-03-23,no
2124,A0037,G6,2025-03-30,si
2125,A0037,G6,2025-04-06,si
2126,A0037,G6,2025-04-13,no
2127,A0037,G6,2025-04-20,si
2128,A0037,G6,2025-04-27,si
2129,A0037,G6,2025-05-04,si
2130,A0037,G6,2025-05-11,si
2131,A0037,G6,2025-05-18,no
2132,A0037,G6,2025-05-25,si
2133,A0037,G6,2025-06-01,no
2134,A0037,G6,2025-06-08,no
2135,A0037,G6,2025-06-15,si
2136,A0037,G6,2025-06-22,no
2137,A0037,G6,2025-06-29,si
2138,A0038,G2,2024-07-21,si
2139,A0038,G2,2024-07-21,si
2140,A0038,G2,2024-07-28,no
2141,A0038,G2,2024-07-28,si
2142,A0038,G2,2024-08-04,si
2143,A0038,G2,2024-08-04,si
2144,A0038,G2,2024-08-11,si
2145,A0038,G2,2024-08-11,no
2146,A0038,G2,2024-08-18,si
2147,A0038,G2,2024-08-18,si
2148,A0038,G2,2024-08-25,si
2149,A0038,G2,2024-08-25,no
2150,A0038,G2,2024-09-01,si
2151,A0038,G2,2024-09-01,no
2152,A0038,G2,2024-09-08,si
2153,A0038,G2,2024-09-08,si
2154,A0038,G2,2024-09-15,si
2155,A0038,G2,2024-09-15,si
2156,A0038,G2,2024-09-22,si
2157,A0038,G2,2024-09-22,si
2158,A0038,G2,2024-09-29,no
2159,A0038,G2,2024-09-29,si
2160,A0038,G2,2024-10-06,si
2161,A0038,G2,2024-10-06,si
2162,A0038,G2,2024-10-13,si
2163,A0038,G2,2024-10-13,si
2164,A0038,G2,2024-10-20,si
2165,A0038,G2,2024-10-20,si
2166,A0038,G2,2024-10-27,si
2167,A0038,G2,2024-10-27,si
2168,A0038,G2,2024-11-03,si
2169,A0038,G2,2024-11-03,no
2170,A0038,G2,2024-11-10,no
2171,A0038,G2,2024-11-10,si
2172,A0038,G2,2024-11-17,si
2173,A0038,G2,2024-11-17,si
2174,A0038,G2,2024-11-24,si
2175,A0038,G2,2024-11-24,si
2176,A0038,G2,2024-12-01,si
2177,A0038,G2,2024-12-01,si
2178,A0038,G2,2024-12-08,si
2179,A0038,G2,2024-12-08,si
2180,A0038,G2,2024-12-15,si
2181,A0038,G2,2024-12-15,no
2182,A0038,G2,2024-12-22,no
2183,A0038,G2,2024-12-22,si
2184,A0038,G2,2024-12-29,si
2185,A0038,G2,2024-12-29,si
2186,A0038,G2,2025-01-05,si
2187,A0038,G2,2025-01-05,si
2188,A0038,G2,2025-01-12,no
2189,A0038,G2,2025-01-12,si
2190,A0038,G2,2025-01-19,si
2191,A0038,G2,2025-01-19,si
2192,A0038,G2,2025-01-26,si
2193,A0038,G2,2025-01-26,si
2194,A0038,G2,2025-02-02,si
2195,A0038,G2,2025-02-02,si
2196,A0038,G2,2025-02-09,si
2197,A0038,G2,2025-02-09,si
2198,A0038,G2,2025-02-16,si
2199,A0038,G2,2025-02-16,si
2200,A0038,G2,2025-02-23,no
2201,A0038,G2,2025-02-23,si
2202,A0038,G2,2025-03-02,no
2203,A0038,G2,2025-03-02,no
2204,A0038,G2,2025-03-09,si
2205,A0038,G2,2025-03-09,si
2206,A0038,G2,2025-03-16,si
2207,A0038,G2,2025-03-16,si
2208,A0038,G2,2025-03-23,si
2209,A0038,G2,2025-03-23,si
2210,A0038,G2,2025-03-30,no
2211,A0038,G2,2025-03-30,si
2212,A0038,G2,2025-04-06,si
2213,A0038,G2,2025-04-06,si
2214,A0038,G2,2025-04-13,si
2215,A0038,G2,2025-04-13,si
2216,A0038,G2,2025-04-20,si
2217,A0038,G2,2025-04-20,si
2218,A0038,G2,2025-04-27,si
2219,A0038,G2,2025-04-27,si
2220,A0038,G2,2025-05-04,si
2221,A0038,G2,2025-05-04,si
2222,A0038,G2,2025-05-11,no
2223,A0038,G2,2025-05-11,no
2224,A0038,G2,2025-05-18,si
2225,A0038,G2,2025-05-18,si
2226,A0038,G2,2025-05-25,si
2227,A0038,G2,2025-05-25,si
2228,A0038,G2,2025-06-01,si
2229,A0038,G2,2025-06-01,no
2230,A0038,G2,2025-06-08,si
2231,A0038,G2,2025-06-08,si
2232,A0038,G2,2025-06-15,si
2233,A0038,G2,2025-06-15,si
2234,A0038,G2,2025-06-22,si
2235,A0038,G2,2025-06-22,si
2236,A0038,G2,2025-06-29,si
2237,A0038,G2,2025-06-29,si
2238,A0038,G2,2025-07-06,si
2239,A0038,G2,2025-07-06,si
2240,A0038,G2,2025-07-13,si
2241,A0038,G2,2025-07-13,no
2242,A0038,G2,2025-07-20,si
2243,A0038,G2,2025-07-20,si
2244,A0038,G2,2025-07-27,si
2245,A0038,G2,2025-07-27,si
2246,A0038,G2,2025-08-03,si
2247,A0038,G2,2025-08-03,si
2248,A0038,G2,2025-08-10,no
2249,A0038,G2,2025-08-10,si
2250,A0038,G2,2025-08-17,si
2251,A0038,G2,2025-08-17,no
2252,A0039,G2,2025-03-06,si
2253,A0039,G2,2025-03-06,si
2254,A0039,G2,2025-03-13,si
2255,A0039,G2,2025-03-13,si
2256,A0039,G2,2025-03-20,si
2257,A0039,G2,2025-03-20,no
2258,A0039,G2,2025-03-27,no
2259,A0039,G2,2025-03-27,si
2260,A0039,G2,2025-04-03,si
2261,A0039,G2,2025-04-03,si
2262,A0039,G2,2025-04-10,si
2263,A0039,G2,2025-04-10,si
2264,A0039,G2,2025-04-17,si
2265,A0039,G2,2025-04-17,si
2266,A0039,G2,2025-04-24,si
2267,A0039,G2,2025-04-24,si
2268,A0039,G2,2025-05-01,si
2269,A0039,G2,2025-05-01,si
2270,A0039,G2,2025-05-08,si
2271,A0039,G2,2025-05-08,no
2272,A0039,G2,2025-05-15,si
2273,A0039,G2,2025-05-15,si
2274,A0039,G2,2025-05-22,no
2275,A0039,G2,2025-05-22,si
2276,A0039,G2,2025-05-29,no
2277,A0039,G2,2025-05-29,si
2278,A0039,G2,2025-06-05,si
2279,A0039,G2,2025-06-05,si
2280,A0039,G2,2025-06-12,si
2281,A0039,G2,2025-06-12,si
2282,A0039,G2,2025-06-19,si
2283,A0039,G2,2025-06-19,si
2284,A0039,G2,2025-06-26,no
2285,A0039,G2,2025-06-26,si
2286,A0039,G2,2025-07-03,no
2287,A0039,G2,2025-07-03,si
2288,A0039,G2,2025-07-10,si
2289,A0039,G2,2025-07-10,si
2290,A0039,G2,2025-07-17,si
2291,A0039,G2,2025-07-17,si
2292,A0039,G2,2025-07-24,si
2293,A0039,G2,2025-07-24,no
2294,A0039,G2,2025-07-31,si
2295,A0039,G2,2025-07-31,si
2296,A0039,G2,2025-08-07,si
2297,A0039,G2,2025-08-07,si
2298,A0039,G2,2025-08-14,si
2299,A0039,G2,2025-08-14,si
2300,A0040,G4,2024-07-03,si
2301,A0040,G4,2024-07-03,no
2302,A0040,G4,2024-07-10,si
2303,A0040,G4,2024-07-10,si
2304,A0040,G4,2024-07-17,si
2305,A0040,G4,2024-07-17,si
2306,A0040,G4,2024-07-24,si
2307,A0040,G4,2024-07-24,si
2308,A0040,G4,2024-07-31,si
2309,A0040,G4,2024-07-31,no
2310,A0040,G4,2024-08-07,si
2311,A0040,G4,2024-08-07,si
2312,A0040,G4,2024-08-14,si
2313,A0040,G4,2024-08-14,si
2314,A0040,G4,2024-08-21,si
2315,A0040,G4,2024-08-21,si
2316,A0040,G4,2024-08-28,si
2317,A0040,G4,2024-08-28,si
2318,A0040,G4,2024-09-04,si
2319,A0040,G4,2024-09-04,si
2320,A0040,G4,2024-09-11,si
2321,A0040,G4,2024-09-11,si
2322,A0040,G4,2024-09-18,si
2323,A0040,G4,2024-09-18,si
2324,A0040,G4,2024-09-25,si
2325,A0040,G4,2024-09-25,si
2326,A0040,G4,2024-10-02,si
2327,A0040,G4,2024-10-02,si
2328,A0040,G4,2024-10-09,si
2329,A0040,G4,2024-10-09,si
2330,A0040,G4,2024-10-16,si
2331,A0040,G4,2024-10-16,si
2332,A0040,G4,2024-10-23,si
2333,A0040,G4,2024-10-23,si
2334,A0040,G4,2024-10-30,si
2335,A0040,G4,2024-10-30,si
2336,A0040,G4,2024-11-06,si
2337,A0040,G4,2024-11-06,no
2338,A0040,G4,2024-11-13,si
2339,A0040,G4,2024-11-13,no
2340,A0040,G4,2024-11-20,si
2341,A0040,G4,2024-11-20,no
2342,A0040,G4,2024-11-27,no
2343,A0040,G4,2024-11-27,si
2344,A0040,G4,2024-12-04,si
2345,A0040,G4,2024-12-04,si
2346,A0040,G4,2024-12-11,si
2347,A0040,G4,2024-12-11,si
2348,A0040,G4,2024-12-18,si
2349,A0040,G4,2024-12-18,si
2350,A0040,G4,2024-12-25,si
2351,A0040,G4,2024-12-25,si
2352,A0040,G4,2025-01-01,si
2353,A0040,G4,2025-01-01,no
2354,A0040,G4,2025-01-08,si
2355,A0040,G4,2025-01-08,si
2356,A0040,G4,2025-01-15,no
2357,A0040,G4,2025-01-15,si
2358,A0040,G4,2025-01-22,si
2359,A0040,G4,2025-01-22,si
2360,A0040,G4,2025-01-29,si
2361,A0040,G4,2025-01-29,si
2362,A0040,G4,2025-02-05,si
2363,A0040,G4,2025-02-05,si
2364,A0040,G4,2025-02-12,si
2365,A0040,G4,2025-02-12,si
2366,A0040,G4,2025-02-19,si
2367,A0040,G4,2025-02-19,si
2368,A0040,G4,2025-02-26,si
2369,A0040,G4,2025-02-26,si
2370,A0040,G4,2025-03-05,no
2371,A0040,G4,2025-03-05,si
2372,A0040,G4,2025-03-12,si
2373,A0040,G4,2025-03-12,si
2374,A0040,G4,2025-03-19,si
2375,A0040,G4,2025-03-19,si
2376,A0040,G4,2025-03-26,si
2377,A0040,G4,2025-03-26,si
2378,A0040,G4,2025-04-02,si
2379,A0040,G4,2025-04-02,si
2380,A0040,G4,2025-04-09,si
2381,A0040,G4,2025-04-09,si
2382,A0040,G4,2025-04-16,si
2383,A0040,G4,2025-04-16,si
2384,A0040,G4,2025-04-23,no
2385,A0040,G4,2025-04-23,si
2386,A0040,G4,2025-04-30,si
2387,A0040,G4,2025-04-30,si
2388,A0040,G4,2025-05-07,si
2389,A0040,G4,2025-05-07,si
2390,A0040,G4,2025-05-14,si
2391,A0040,G4,2025-05-14,si
2392,A0040,G4,2025-05-21,no
2393,A0040,G4,2025-05-21,si
2394,A0040,G4,2025-05-28,si
2395,A0040,G4,2025-05-28,si
2396,A0040,G4,2025-06-04,si
2397,A0040,G4,2025-06-04,si
2398,A0040,G4,2025-06-11,si
2399,A0040,G4,2025-06-11,si
2400,A0040,G4,2025-06-18,si
2401,A0040,G4,2025-06-18,si
2402,A0040,G4,2025-06-25,si
2403,A0040,G4,2025-06-25,si
2404,A0040,G4,2025-07-02,no
2405,A0040,G4,2025-07-02,si
2406,A0040,G4,2025-07-09,si
2407,A0040,G4,2025-07-09,si
2408,A0040,G4,2025-07-16,si
2409,A0040,G4,2025-07-16,si
2410,A0040,G4,2025-07-23,si
2411,A0040,G4,2025-07-23,si
2412,A0040,G4,2025-07-30,si
2413,A0040,G4,2025-07-30,si
2414,A0040,G4,2025-08-06,si
2415,A0040,G4,2025-08-06,si
2416,A0040,G4,2025-08-13,si
2417,A0040,G4,2025-08-13,si
